"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"134",134,FORD Fiesta 1.1 Cool und Connect,16900,Vorführmodell,2'381,75,Handschaltung,Benzin,6440 Brunnen,2023-11-22,FORD ,Fiesta ,Fiesta 1.1 ,,FALSE
"135",135,BMW-ALPINA B4 Gran Coupé 3.0  xDrive S-Tronic,136140,Neues Fahrzeug,41,495,Automatikgetriebe,Benzin,9495 Triesen,2023-11-22,BMW-ALPINA ,B4 ,B4 Gran ,,FALSE
"136",136,RENAULT Captur 1.6 E-Tech 160 Intens DHT,24900,02.2021,38'850,160,Automatikgetriebe,Hybrid,1024 Ecublens,2023-11-22,RENAULT ,Captur ,Captur 1.6 ,,FALSE
"137",137,FIAT 500 electric La Prima By Bocelli Top,30900,Neues Fahrzeug,1,118,Automatikgetriebe,Elektro,8408 Winterthur,2023-11-22,FIAT ,500 ,500 electric ,,FALSE
"138",138,MERCEDES-BENZ GLC 350 d AMG Line 4Matic 9G-Tronic,32980,06.2018,118'945,258,Automatikgetriebe,Diesel,8494 Bauma,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 350 ,,FALSE
"139",139,SKODA Karoq 2.0 TSI SportLine 4x4 DSG,32400,06.2020,60'000,190,Automatikgetriebe,Benzin,8907 Wettswil,2023-11-22,SKODA ,Karoq ,Karoq 2.0 ,,FALSE
"140",140,SKODA Karoq 1.5 TSI Style DSG,29900,04.2022,40'000,150,Automatikgetriebe,Benzin,8907 Wettswil,2023-11-22,SKODA ,Karoq ,Karoq 1.5 ,,FALSE
"141",141,SEAT Alhambra 2.0 TSI FR Line DSG,30400,05.2016,86'000,220,Automatikgetriebe,Benzin,8907 Wettswil,2023-11-22,SEAT ,Alhambra ,Alhambra 2.0 ,,FALSE
"142",142,BMW i7 xDrive 60 M Sport Pro,201900,Neues Fahrzeug,10,544,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,i7 ,i7 xDrive ,,FALSE
"143",143,AUDI Q5 2.0 40 TDI S Line quattro S-Tronic,59900,03.2022,18'500,204,Automatikgetriebe,Diesel,9245 Oberbüren,2023-11-22,AUDI ,Q5 ,Q5 2.0 ,,FALSE
"144",144,AUDI A1 Sportback 2.0 40 TFSI S Line Competition S-Tronic,38900,08.2022,7'900,206,Automatikgetriebe,Benzin,9245 Oberbüren,2023-11-22,AUDI ,A1 ,A1 Sportback ,,FALSE
"145",145,AUDI TTS Coupé 2.0 TFSI quattro S-Tronic,45900,08.2020,18'400,306,Automatikgetriebe,Benzin,9245 Oberbüren,2023-11-22,AUDI ,TTS ,TTS Coupé ,,FALSE
"146",146,ALFA ROMEO Giulia 2.0 Veloce Pack Premium Sky Q4 AT8 MY23,58800,04.2023,1'600,280,Automatikgetriebe,Benzin,5604 Hendschiken (direkt bei Autobahnausfahrt Lenzburg),2023-11-22,ALFA ,ROMEO ,ROMEO Giulia ,,FALSE
"147",147,BMW i5 M60 xDrive M Sport Pro,135900,Neues Fahrzeug,10,601,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,i5 ,i5 M60 ,,FALSE
"148",148,INFINITI Q30 2.0t Sport Tech AWD,32500,03.2020,100,211,Automatikgetriebe,Benzin,5042 Hirschthal,2023-11-22,INFINITI ,Q30 ,Q30 2.0t ,,FALSE
"149",149,MERCEDES-BENZ GLB 250 AMG Line 4 MATIC 8G-Tronic,69900,Neues Fahrzeug,100,224,Automatikgetriebe,Benzin,8302 Kloten,2023-11-22,MERCEDES-BENZ ,GLB ,GLB 250 ,,FALSE
"150",150,MERCEDES-BENZ E 220 d T 4Matic AMG Line 9G-Tronic,55900,02.2022,17'500,200,Automatikgetriebe,Diesel,8302 Kloten,2023-11-22,MERCEDES-BENZ ,E ,E 220 ,,FALSE
"151",151,"FIAT 500 Cabrio Icon TOP, Verdeck blau *Black Friday*",28900,Neues Fahrzeug,20,119,Automatikgetriebe,Elektro,9642 Ebnat-Kappel SG,2023-11-22,FIAT ,500 ,500 Cabrio ,,FALSE
"152",152,BMW X1 xDrive 18d Essent.Ed,33900,02.2021,26'500,150,Automatikgetriebe,Diesel,1726 Farvagny-le-Grand,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"153",153,FORD RANGER DKab.Pick-up 2.0 EcoBlue 4x4 Limited,57070,Neues Fahrzeug,15,170,Automatikgetriebe,Diesel,8500 Frauenfeld,2023-11-22,FORD ,RANGER ,RANGER DKab.Pick-up ,,FALSE
"154",154,BMW 118i M Sport Steptronic,29900,04.2022,52'000,136,Automatikgetriebe,Benzin,8360 Wallenwil,2023-11-22,BMW ,118i ,118i M ,,FALSE
"155",155,LAND ROVER Range Rover Sport 3.0 Si6 P510e Autobiography,142000,12.2022,13'000,510,Automatikgetriebe,Hybrid,9492 Eschen,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"156",156,BMW X1 xDrive 23i 48V M Sport,57777,10.2022,15'100,204,Automatikgetriebe,Benzin,9495 Triesen,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"157",157,BMW X2 M35i,51900,05.2022,40'000,306,Automatikgetriebe,Benzin,1530 Payerne,2023-11-22,BMW ,X2 ,X2 ,,FALSE
"158",158,NISSAN Qashqai 1.3 MHEV N-Conne.,38350,Vorführmodell,20,158,Automatikgetriebe,Benzin,5042 Hirschthal,2023-11-22,NISSAN ,Qashqai ,Qashqai 1.3 ,,FALSE
"159",159,VW T6.1 Multivan 2.0 Bi-TDI Comfortline 4Mot. DSG LWB,66900,08.2020,54'200,199,Automatikgetriebe,Diesel,3946 Turtmann,2023-11-22,VW ,T6.1 ,T6.1 Multivan ,,FALSE
"160",160,MERCEDES-BENZ G 500 7G-Tronic,74800,03.2014,99'800,388,Automatikgetriebe,Benzin,3946 Turtmann,2023-11-22,MERCEDES-BENZ ,G ,G 500 ,,FALSE
"161",161,MERCEDES-BENZ GLS 350 d 4Matic AMG Line 9G-Tronic,89997,03.2021,38'900,286,Automatikgetriebe,Diesel,8330 Pfäffikon ZH/Neben Aldi,2023-11-22,MERCEDES-BENZ ,GLS ,GLS 350 ,,FALSE
"162",162,BMW M850i xDrive Steptronic,157500,Neues Fahrzeug,10,530,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,M850i ,M850i xDrive ,,FALSE
"163",163,BMW X3 xDrive 48V M40d Steptronic,99900,Neues Fahrzeug,10,339,Automatikgetriebe,Diesel,8048 Zürich,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"164",164,BMW X3 M40i,97900,Neues Fahrzeug,10,361,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,X3 ,X3 ,,FALSE
"165",165,BMW X1 xDrive 20d 48V M Sport,66900,Neues Fahrzeug,10,149,Automatikgetriebe,Diesel,8048 Zürich,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"166",166,BMW M4 Coupé Competition M xDrive,131900,Neues Fahrzeug,10,510,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,M4 ,M4 Coupé ,,FALSE
"167",167,BMW M340i xDrive 48V Touring Steptronic M Sport Pro,97900,Neues Fahrzeug,10,374,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,M340i ,M340i xDrive ,,FALSE
"168",168,CUPRA FORMENTOR 1.4 eHybrid Inicio DSG,49700,Neues Fahrzeug,3,204,Automatikgetriebe,Hybrid,8404 Winterthur,2023-11-22,CUPRA ,FORMENTOR ,FORMENTOR 1.4 ,,FALSE
"169",169,BMW i4 M50 M Sport Pro,89999,Vorführmodell,4'500,544,Automatikgetriebe,Elektro,9495 Triesen,2023-11-22,BMW ,i4 ,i4 M50 ,,FALSE
"170",170,MERCEDES-BENZ EQA 250 AMG Line,55300,Neues Fahrzeug,50,191,Automatikgetriebe,Elektro,1950 Sion,2023-11-22,MERCEDES-BENZ ,EQA ,EQA 250 ,,FALSE
"171",171,AUDI RS e-tron GT quattro,99900,07.2022,19'500,599,Automatikgetriebe,Elektro,1032 Romanel sur Lausanne,2023-11-22,AUDI ,RS ,RS e-tron ,,FALSE
"172",172,BMW 520d xDrive 48V M Sport Steptronic,85999,Neues Fahrzeug,21,197,Automatikgetriebe,Diesel,9495 Triesen,2023-11-22,BMW ,520d ,520d xDrive ,,FALSE
"173",173,MERCEDES-BENZ CLE 300 Coupé 4Matic AMG Line 9G-Tronic,85900,Neues Fahrzeug,50,258,Automatikgetriebe,Benzin,6405 Immensee,2023-11-22,MERCEDES-BENZ ,CLE ,CLE 300 ,,FALSE
"174",174,MAZDA CX-5 G 194 Homura AWD Automat,31270,03.2021,40'019,194,Automatikgetriebe,Benzin,8570 Weinfelden,2023-11-22,MAZDA ,CX-5 ,CX-5 G ,,FALSE
"175",175,BMW X3 xDrive 48V 20d M Sport,66900,09.2023,10'000,190,Automatikgetriebe,Diesel,1726 Farvagny-le-Grand,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"176",176,SKODA Fabia Combi 1.0 TSI Ambition DSG,21990,10.2022,30'900,95,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,SKODA ,Fabia ,Fabia Combi ,,FALSE
"177",177,BMW 535i xDrive Steptronic,18780,12.2011,149'999,306,Automatikgetriebe,Benzin,8494 Bauma,2023-11-22,BMW ,535i ,535i xDrive ,,FALSE
"178",178,BMW M3 CS,169900,Neues Fahrzeug,10,551,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,M3 ,M3 ,,FALSE
"179",179,BMW M135i xDrive M Sport Pro Steptronic,67900,Neues Fahrzeug,10,306,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,M135i ,M135i xDrive ,,FALSE
"180",180,BMW iX1 xDrive 30 xLine,71900,Neues Fahrzeug,10,272,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,iX1 ,iX1 xDrive ,,FALSE
"181",181,BMW iX xDrive50,122900,Neues Fahrzeug,10,524,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,iX ,iX ,,FALSE
"182",182,BMW iX M60,143000,Neues Fahrzeug,10,598,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,iX ,iX ,,FALSE
"183",183,BMW i5 M60 xDrive M Sport Pro,126900,Neues Fahrzeug,10,601,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,i5 ,i5 M60 ,,FALSE
"184",184,BMW 750e xDrive M Sport Pro Steptronic,147000,Neues Fahrzeug,10,489,Automatikgetriebe,Hybrid,8048 Zürich,2023-11-22,BMW ,750e ,750e xDrive ,,FALSE
"185",185,BMW 520d xDrive 48V M Sport Steptronic,84900,Neues Fahrzeug,10,197,Automatikgetriebe,Diesel,8048 Zürich,2023-11-22,BMW ,520d ,520d xDrive ,,FALSE
"186",186,BMW X3 xDrive 48V 30d M Sport,86900,Neues Fahrzeug,10,285,Automatikgetriebe,Diesel,8048 Zürich,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"187",187,VW T-Roc 2.0 TSI R DSG 4Motion,34999,03.2021,69'000,301,Automatikgetriebe,Benzin,8308 Illnau,2023-11-22,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"188",188,RENAULT Koleos 2.0 dCi Initial Paris 4x4 Xtronic CVT,24900,07.2019,50'000,177,Automatikgetriebe,Diesel,7000 Chur,2023-11-22,RENAULT ,Koleos ,Koleos 2.0 ,,FALSE
"189",189,VW ID.3 Pro Performance 58 kWh Pro,36300,10.2021,55'000,204,Automatikgetriebe,Elektro,6760 Faido,2023-11-22,VW ,ID.3 ,ID.3 Pro ,,FALSE
"190",190,RENAULT Captur 1.3 T 16V Intens,14900,07.2019,59'400,131,Handschaltung,Benzin,1024 Ecublens,2023-11-22,RENAULT ,Captur ,Captur 1.3 ,,FALSE
"191",191,BMW X5 40i xDrive SAG,97900,01.2023,13'762,344,Automatikgetriebe,Benzin,1217 MEYRIN / GENEVE,2023-11-22,BMW ,X5 ,X5 40i ,,FALSE
"192",192,BMW X1 xDrive 25e M Sport Steptronic,39850,12.2020,11'000,220,Automatikgetriebe,Hybrid,8494 Bauma,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"193",193,MITSUBISHI ASX 1.3 MH Instyle,35920,Vorführmodell,2'500,158,Automatikgetriebe,Benzin,8308 Illnau,2023-11-22,MITSUBISHI ,ASX ,ASX 1.3 ,,FALSE
"194",194,BMW M240i xDrive Steptronic,38850,12.2019,20'999,340,Automatikgetriebe,Benzin,8494 Bauma,2023-11-22,BMW ,M240i ,M240i xDrive ,,FALSE
"195",195,TOYOTA RAV-4 2.0 16V Style,17900,01.2015,112'207,151,Handschaltung,Benzin,8112 Otelfingen,2023-11-22,TOYOTA ,RAV-4 ,RAV-4 2.0 ,,FALSE
"196",196,MERCEDES-BENZ V 250 d lang Avantgarde 4Matic G-Tronic,46800,01.2020,123'300,190,Automatikgetriebe,Diesel,6012 Kriens-Obernau,2023-11-22,MERCEDES-BENZ ,V ,V 250 ,,FALSE
"197",197,MERCEDES-BENZ ML 63 AMG 4Matic Speedshift,38800,10.2012,134'453,557,Automatikgetriebe,Benzin,6012 Kriens-Obernau,2023-11-22,MERCEDES-BENZ ,ML ,ML 63 ,,FALSE
"198",198,LAND ROVER Range Rover Evoque Convert. 2.0 TD4 SE Dynamic AT9,39999,10.2016,84'000,150,Automatikgetriebe,Diesel,8308 Illnau,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"199",199,MERCEDES-BENZ A 45 AMG 4Matic+ Speedshift,53900,02.2020,29'000,388,Automatikgetriebe,Benzin,8308 Illnau,2023-11-22,MERCEDES-BENZ ,A ,A 45 ,,FALSE
"200",200,BMW X3 xDrive 48V M40d Steptronic,99500,Neues Fahrzeug,10,339,Automatikgetriebe,Diesel,8048 Zürich,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"201",201,BMW X3 M40i Individual,99900,Neues Fahrzeug,10,361,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,X3 ,X3 M40i ,,FALSE
"202",202,AUDI S3 Sportback 2.0 T FSI quattro S-Tronic,44990,08.2018,35'000,310,Automatikgetriebe,Benzin,1023 Crissier,2023-11-22,AUDI ,S3 ,S3 Sportback ,,FALSE
"203",203,BMW X3 xDrive 48V M40d Steptronic,102500,Neues Fahrzeug,10,339,Automatikgetriebe,Diesel,8048 Zürich,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"204",204,OPEL Insignia Sports Tourer 2.8 Turbo OPC 4WD,10900,06.2010,178'910,325,Handschaltung,Benzin,6403 Küssnacht am Rigi,2023-11-22,OPEL ,Insignia ,Insignia Sports ,,FALSE
"205",205,SEAT Leon 1.5 eTSI mHEV DSG Move FR,41100,Neues Fahrzeug,10,150,Automatikgetriebe,Benzin,9487 Gamprin-Bendern,2023-11-22,SEAT ,Leon ,Leon 1.5 ,,FALSE
"206",206,BMW X3 M40i,101500,Neues Fahrzeug,10,361,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,X3 ,X3 ,,FALSE
"207",207,ALFA ROMEO STELVIO 2.0 MA 280 AT Q4 Exectutive TI Sky,41900,07.2021,20'900,280,Automatikgetriebe,Benzin,8554 Bonau Wigoltingen,2023-11-22,ALFA ,ROMEO ,ROMEO STELVIO ,,FALSE
"208",208,MINI COUNTRYMAN 2.0i John Cooper Works ALL4 Sky,34790,07.2019,33'500,306,Automatikgetriebe,Benzin,8554 Bonau Wigoltingen,2023-11-22,MINI ,COUNTRYMAN ,COUNTRYMAN 2.0i ,,FALSE
"209",209,VW POLO 2.0 TSI GTI DSG Schiebedach,23890,11.2019,19'100,200,Automatikgetriebe,Benzin,8554 Bonau Wigoltingen,2023-11-22,VW ,POLO ,POLO 2.0 ,,FALSE
"210",210,VW POLO 2.0 TSI GTI DSG,23290,01.2020,31'170,200,Automatikgetriebe,Benzin,8554 Bonau Wigoltingen,2023-11-22,VW ,POLO ,POLO 2.0 ,,FALSE
"211",211,VOLVO C40 E80 Plus,58159,Neues Fahrzeug,25,252,Automatikgetriebe,Elektro,6330 Cham,2023-11-22,VOLVO ,C40 ,C40 E80 ,,FALSE
"212",212,BMW 750i xDrive Steptronic,47550,11.2017,78'500,450,Automatikgetriebe,Benzin,8184 Bachenbülach ZH,2023-11-22,BMW ,750i ,750i xDrive ,,FALSE
"213",213,TOYOTA RAV-4 Plug-in Hybrid 2.5 HSD Platinum AWD-i,67700,Neues Fahrzeug,20,306,Automatikgetriebe,Hybrid,8153 Rümlang,2023-11-22,TOYOTA ,RAV-4 ,RAV-4 Plug-in ,,FALSE
"214",214,PORSCHE 718 Cayman GTS 4.0 PDK,109985,03.2022,9'700,400,Automatikgetriebe,Benzin,9552 Bronschhofen,2023-11-22,PORSCHE ,718 ,718 Cayman ,,FALSE
"215",215,"PORSCHE Macan S PDK | CH | Approved Garantie 09/24 | Swiss Package | Panorama | 21"" | Luftfederung | DAB+ |",48800,09.2018,84'000,340,Automatikgetriebe,Benzin,8408 Winterthur (Wülflingen),2023-11-22,PORSCHE ,Macan ,Macan S ,,FALSE
"216",216,AUDI SQ7 4.0 V8 TDI quattro tiptronic,58900,09.2017,63'000,435,Automatikgetriebe,Diesel,5312 Döttingen,2023-11-22,AUDI ,SQ7 ,SQ7 4.0 ,,FALSE
"217",217,SKODA Octavia Combi 2.0 TSI Ambition DSG,21990,10.2018,91'100,190,Automatikgetriebe,Benzin,1716 Plaffeien,2023-11-22,SKODA ,Octavia ,Octavia Combi ,,FALSE
"218",218,MERCEDES-BENZ GLA AMG 35 4Matic 8G-DCT,84900,Neues Fahrzeug,50,306,Automatikgetriebe,Benzin,6405 Immensee,2023-11-22,MERCEDES-BENZ ,GLA ,GLA AMG ,,FALSE
"219",219,MINI Clubman Cooper S ALL4 Steptronic,52600,Neues Fahrzeug,10,178,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,MINI ,Clubman ,Clubman Cooper ,,FALSE
"220",220,MERCEDES-BENZ CLE 300 Coupé 4Matic AMG Line 9G-Tronic,86053,Neues Fahrzeug,10,258,Automatikgetriebe,Benzin,4133 Pratteln,2023-11-22,MERCEDES-BENZ ,CLE ,CLE 300 ,,FALSE
"221",221,FORD Focus 1.0 SCTi Ambiente,4900,05.2014,148'115,100,Handschaltung,Benzin,6403 Küssnacht am Rigi,2023-11-22,FORD ,Focus ,Focus 1.0 ,,FALSE
"222",222,SEAT Alhambra 2.0TDI St.Ad.4x4,23400,05.2017,147'000,184,Automatikgetriebe,Diesel,3930 Visp,2023-11-22,SEAT ,Alhambra ,Alhambra 2.0TDI ,,FALSE
"223",223,OPEL Mokka 1.2 T 130 GS Line,28800,07.2022,18'674,130,Automatikgetriebe,Benzin,5034 Suhr,2023-11-22,OPEL ,Mokka ,Mokka 1.2 ,,FALSE
"224",224,OPEL Mokka 1.2 T 130 GS Line,32400,06.2023,10,130,Automatikgetriebe,Benzin,5034 Suhr,2023-11-22,OPEL ,Mokka ,Mokka 1.2 ,,FALSE
"225",225,MERCEDES-BENZ AMG SL 43 Speedshift MCT,139900,Vorführmodell,2'000,381,Automatikgetriebe,Benzin,1224 Chêne-Bougeries,2023-11-22,MERCEDES-BENZ ,AMG ,AMG SL ,,FALSE
"226",226,KIA Sportage 1.6 T-GDi Hybrid GT-Line,53140,Neues Fahrzeug,28,230,Automatikgetriebe,Hybrid,6403 Küssnacht am Rigi,2023-11-22,KIA ,Sportage ,Sportage 1.6 ,,FALSE
"227",227,TOYOTA Yaris 1.5 VVT-i HSD Trend,21500,06.2021,32'000,116,Automatikgetriebe,Hybrid,6403 Küssnacht am Rigi,2023-11-22,TOYOTA ,Yaris ,Yaris 1.5 ,,FALSE
"228",228,FORD TRANSIT CUSTOM 320 L1 2.0 TDCi 170 Sport,51550,Neues Fahrzeug,18,170,Automatikgetriebe,Diesel,8500 Frauenfeld,2023-11-22,FORD ,TRANSIT ,TRANSIT CUSTOM ,,FALSE
"229",229,AUDI SQ5 TDI quattro tiptronic,103990,Neues Fahrzeug,25,342,Automatikgetriebe,Diesel,1122 Romanel-sur-Morges,2023-11-22,AUDI ,SQ5 ,SQ5 TDI ,,FALSE
"230",230,RENAULT Zoe Limited R110 (Batterie Miete),13500,07.2019,66'200,109,,Elektro,1024 Ecublens,2023-11-22,RENAULT ,Zoe ,Zoe Limited ,,FALSE
"231",231,RENAULT Captur 1.3 T 16V Intens EDC,17900,04.2019,45'200,150,Automatikgetriebe,Benzin,1024 Ecublens,2023-11-22,RENAULT ,Captur ,Captur 1.3 ,,FALSE
"232",232,BMW 218d xDrive Gran Tourer Steptronic,17900,07.2020,126'000,150,Automatikgetriebe,Diesel,8112 Otelfingen,2023-11-22,BMW ,218d ,218d xDrive ,,FALSE
"233",233,CUPRA ATECA 2.0 TSI VZ Cup 4Drive DSG,66550,Neues Fahrzeug,7,360,Automatikgetriebe,Benzin,8404 Winterthur,2023-11-22,CUPRA ,ATECA ,ATECA 2.0 ,,FALSE
"234",234,BMW M8 Competition xDrive Coupé *CH-FAHRZEUG*,109900,11.2019,54'000,625,Automatikgetriebe,Benzin,8154 Oberglatt   ( Kanton ZH ) ,2023-11-22,BMW ,M8 ,M8 Competition ,,FALSE
"235",235,TOYOTA C-HR Hybrid 2.0 GR Sport Premiere AWD-i,52941,Vorführmodell,200,198,Automatikgetriebe,Hybrid,8153 Rümlang,2023-11-22,TOYOTA ,C-HR ,C-HR Hybrid ,,FALSE
"236",236,RENAULT Trafic Blue dCi 170 Passenger Techno EDC,49900,Neues Fahrzeug,90,170,Automatikgetriebe,Diesel,5432 Neuenhof,2023-11-22,RENAULT ,Trafic ,Trafic Blue ,,FALSE
"237",237,ALFA ROMEO Stelvio 2.9 V6 Quadrifoglio Q4 Automatic,55900,01.2019,78'000,510,Automatikgetriebe,Benzin,5432 Neuenhof,2023-11-22,ALFA ,ROMEO ,ROMEO Stelvio ,,FALSE
"238",238,AUDI Q8 50 TDI quattro tiptronic,64900,11.2019,75'000,286,Automatikgetriebe,Diesel,9466 Sennwald,2023-11-22,AUDI ,Q8 ,Q8 50 ,,FALSE
"239",239,SKODA Octavia Combi 1.6 TDI Ambition DSG,17990,12.2018,84'200,115,Automatikgetriebe,Diesel,8108 Dällikon/ZH,2023-11-22,SKODA ,Octavia ,Octavia Combi ,,FALSE
"240",240,JEEP Grand Cherokee 3.0 CRD Summit Automatic,31990,03.2016,99'000,250,Automatikgetriebe,Diesel,8108 Dällikon/ZH,2023-11-22,JEEP ,Grand ,Grand Cherokee ,,FALSE
"241",241,MERCEDES-BENZ GLC Coupé 300 d AMG Line 4Matic 9G-Tronic,39997,09.2019,121'900,245,Automatikgetriebe,Diesel,8330 Pfäffikon ZH/Neben Aldi,2023-11-22,MERCEDES-BENZ ,GLC ,GLC Coupé ,,FALSE
"242",242,CITROEN C5 X 1.2i PureTech Business EAT8-Autom.,24900,Tageszulassung,11,131,Automatikgetriebe,Benzin,8952 Schlieren,2023-11-22,CITROEN ,C5 ,C5 X ,,FALSE
"243",243,AUDI A3 Limousine 30 TFSi S-Line S-Tronic Automat,29800,Tageszulassung,5,110,Automatikgetriebe,Benzin,8952 Schlieren,2023-11-22,AUDI ,A3 ,A3 Limousine ,,FALSE
"244",244,SKODA Kodiaq 2.0 TDI 200 Sportline DSG,52650,Neues Fahrzeug,5,200,Automatikgetriebe,Diesel,9200 Gossau,2023-11-22,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"245",245,VW T-Roc 2.0 TSI Advance DSG 4Motion,20980,07.2018,114'800,190,Automatikgetriebe,Benzin,8105 Regensdorf,2023-11-22,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"246",246,BMW Z4 M40i,39890,03.2019,89'900,340,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-22,BMW ,Z4 ,Z4 ,,FALSE
"247",247,MERCEDES-BENZ V 250 d lang 4x4 7G-Tronic AHK 2500 kg.,35750,10.2017,179'000,190,Automatikgetriebe,Diesel,6438 Ibach / Kanton SZ,2023-11-22,MERCEDES-BENZ ,V ,V 250 ,,FALSE
"248",248,VW Polo 1.8 TSI GTI,12900,05.2015,111'000,192,Handschaltung,Benzin,8754 Netstal,2023-11-22,VW ,Polo ,Polo 1.8 ,,FALSE
"249",249,FIAT 595 1.4 16V Turbo Abarth Pista,19900,04.2018,75'000,160,Handschaltung,Benzin,8754 Netstal,2023-11-22,FIAT ,595 ,595 1.4 ,,FALSE
"250",250,OPEL Mokka e-Ultimate,43900,Vorführmodell,200,136,Automatikgetriebe,Elektro,6403 Küssnacht am Rigi,2023-11-22,OPEL ,Mokka ,Mokka ,,FALSE
"251",251,AUDI A6 Avant 40 TDI S line quattro S-Tronic,54680,09.2022,13'500,204,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,AUDI ,A6 ,A6 Avant ,,FALSE
"252",252,MAZDA 2 1.5 115 Exclusive-Line,28650,Neues Fahrzeug,8,115,Handschaltung,Benzin,9542 Münchwilen,2023-11-22,MAZDA ,2 ,2 1.5 ,,FALSE
"253",253,KIA CARENS 1.7 CRDi Swiss Eco Edition,19850,12.2017,69'200,141,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,KIA ,CARENS ,CARENS 1.7 ,,FALSE
"254",254,AUDI S5 Sportback 3.0 TDI quattro tiptronic,57990,04.2020,66'500,347,Automatikgetriebe,Diesel,1607 Palézieux,2023-11-22,AUDI ,S5 ,S5 Sportback ,,FALSE
"255",255,MERCEDES-BENZ GLE Coupé 63 AMG 4Matic Speedshift 557,58900,05.2016,132'900,557,Automatikgetriebe,Benzin,8370 Sirnach/ TG,2023-11-22,MERCEDES-BENZ ,GLE ,GLE Coupé ,,FALSE
"256",256,RENAULT Zoe Bose R110 (Batterie Miete),12900,11.2018,58'600,109,,Elektro,4410 Liestal,2023-11-22,RENAULT ,Zoe ,Zoe Bose ,,FALSE
"257",257,BMW X1 xDrive 25d M Sport Steptronic,26500,04.2018,127'900,231,Automatikgetriebe,Diesel,2503 Biel/Bienne,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"258",258,BMW 520d xDrive 48V M Sport Pro Steptronic,93050,Neues Fahrzeug,10,197,Automatikgetriebe,Diesel,8157 Dielsdorf,2023-11-22,BMW ,520d ,520d xDrive ,,FALSE
"259",259,BMW iX1 xDrive 30 xLine,68010,Neues Fahrzeug,10,272,Automatikgetriebe,Elektro,8157 Dielsdorf,2023-11-22,BMW ,iX1 ,iX1 xDrive ,,FALSE
"260",260,VW Golf Cabrio 1.4 TSI DSG,11999,11.2011,86'700,160,Automatikgetriebe,Benzin,8952 Schlieren/ ZH,2023-11-22,VW ,Golf ,Golf Cabrio ,,FALSE
"261",261,BMW XM xDrive PHEV Steptronic Label,206500,Neues Fahrzeug,10,748,Automatikgetriebe,Hybrid,8048 Zürich,2023-11-22,BMW ,XM ,XM xDrive ,,FALSE
"262",262,BMW Z4 M40i Steptronic,79900,Neues Fahrzeug,10,340,Automatikgetriebe,Benzin,8048 Zürich,2023-11-22,BMW ,Z4 ,Z4 M40i ,,FALSE
"263",263,MERCEDES-BENZ CLA Shooting Brake 250 Sport 7G-DCT 4Matic,26900,11.2015,89'300,211,Automatikgetriebe,Benzin,3960 Sierre,2023-11-22,MERCEDES-BENZ ,CLA ,CLA Shooting ,,FALSE
"264",264,BMW X5 30d xDrive M Sport,64890,09.2020,59'800,265,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,BMW ,X5 ,X5 30d ,,FALSE
