"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"11270",11270,PORSCHE 718 Boxster GTS 2.5 PDK,76000,09.2018,32'950,366,Automatikgetriebe,Benzin,1700 Fribourg,2023-11-22,PORSCHE ,718 ,718 Boxster ,,FALSE
"11271",11271,VOLVO XC60 T8 eAWD Polestar Geartronic,63000,01.2021,78'000,405,Automatikgetriebe,Hybrid,1291 Commugny,2023-11-22,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"11272",11272,AUDI A8 4.2 TDI quattro tiptronic,18850,06.2010,225'000,350,Automatikgetriebe,Diesel,4624 Härkingen,2023-11-22,AUDI ,A8 ,A8 4.2 ,,FALSE
"11273",11273,RENAULT Kadjar 1.6 dCi Bose 4x4,16990,12.2016,60'000,136,Handschaltung,Diesel,4153 Reinach,2023-11-22,RENAULT ,Kadjar ,Kadjar 1.6 ,,FALSE
"11274",11274,VOLVO XC90 T6 AWD R-Design Geartronic,42000,01.2016,117'000,320,Automatikgetriebe,Benzin,8602 Wangen,2023-11-22,VOLVO ,XC90 ,XC90 T6 ,,FALSE
"11275",11275,AUDI RS Q3 Sportback quattro S tronic,74950,09.2022,20'750,400,Automatikgetriebe,Benzin,3714 Frutigen,2023-11-22,AUDI ,RS ,RS Q3 ,,FALSE
"11276",11276,VW Tiguan 2.0TSI R-Line 4Motion DSG,54950,04.2023,9'000,244,Automatikgetriebe,Benzin,3714 Frutigen,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"11277",11277,VW Golf Variant 2.0 TSI R-Line DSG 4Motion,38950,12.2022,28'700,191,Automatikgetriebe,Benzin,3714 Frutigen,2023-11-22,VW ,Golf ,Golf Variant ,,FALSE
"11278",11278,SKODA Octavia Combi 2.0 TDI DSG Ambition 4x4,47950,Neues Fahrzeug,150,150,Automatikgetriebe,Diesel,3714 Frutigen,2023-11-22,SKODA ,Octavia ,Octavia Combi ,,FALSE
"11279",11279,TOYOTA Verso 1.8 VVT-i Luna 7P,8500,10.2010,147'500,147,Handschaltung,Benzin,8853 Lachen,2023-11-22,TOYOTA ,Verso ,Verso 1.8 ,,FALSE
"11280",11280,BMW 320d xDrive,35900,08.2019,59'500,190,Automatikgetriebe,Diesel,4528 Zuchwil/Solothurn,2023-11-22,BMW ,320d ,320d ,,FALSE
"11281",11281,PEUGEOT 208 1.2 PureT All.P. EAT8,26921,Neues Fahrzeug,1,101,Automatikgetriebe,Benzin,2105 Travers,2023-11-22,PEUGEOT ,208 ,208 1.2 ,,FALSE
"11282",11282,PEUGEOT 208 1.2 PureT All.P. EAT8,27754,Neues Fahrzeug,1,101,Automatikgetriebe,Benzin,2105 Travers,2023-11-22,PEUGEOT ,208 ,208 1.2 ,,FALSE
"11283",11283,BMW X4 xDrive 20d M Sport,39900,09.2018,59'500,190,Automatikgetriebe,Diesel,4528 Zuchwil/Solothurn,2023-11-22,BMW ,X4 ,X4 xDrive ,,FALSE
"11284",11284,HYUNDAI i10 1.2 Amplia Automat,18900,Neues Fahrzeug,10,83,Automatikgetriebe,Benzin,4053 Basel,2023-11-22,HYUNDAI ,i10 ,i10 1.2 ,,FALSE
"11285",11285,MERCEDES-BENZ SL 280 280 SL Automatic Pagode full Restauration,115900,08.1970,40'800,170,Automatikgetriebe,Benzin,1162 St-Prex,2023-11-22,MERCEDES-BENZ ,SL ,SL 280 ,,FALSE
"11286",11286,TESLA Model 3,39800,12.2022,24'000,325,,Elektro,3400 Burgdorf,2023-11-22,TESLA ,Model ,Model ,,FALSE
"11287",11287,BMW M235i Steptronic,34900,03.2015,68'000,400,Automatikgetriebe,Benzin,8400 Winterthur,2023-11-22,BMW ,M235i ,M235i ,,FALSE
"11288",11288,BMW 325i Cabrio,26490,03.1990,220'500,170,Handschaltung,Benzin,6403 Küssnacht,2023-11-22,BMW ,325i ,325i ,,FALSE
"11289",11289,VW BUGGY,8500,08.1974,30'000,,,,1325 Vaulion,2023-11-22,VW ,"","",,FALSE
"11290",11290,BMW 640i Cabrio xDrive,25000,05.2014,141'000,320,Automatikgetriebe,Benzin,1700 Fribourg,2023-11-22,BMW ,640i ,640i Cabrio ,,FALSE
"11291",11291,PORSCHE 911 Turbo Cabrio PDK,165000,06.2018,30'000,540,Automatikgetriebe,Benzin,6330 Cham,2023-11-22,PORSCHE ,911 ,911 Turbo ,,FALSE
"11292",11292,AUDI AUDI 85-90 QUATTRO,35000,08.1986,240'000,136,Handschaltung,Benzin,1957 Ardon,2023-11-22,AUDI ,AUDI ,AUDI 85-90 ,,FALSE
"11293",11293,AUDI RS7 Sportback 4.0 TFSI V8 quattro S-tronic,59400,09.2013,77'355,560,Automatikgetriebe,Benzin,8154 Oberglatt,2023-11-22,AUDI ,RS7 ,RS7 Sportback ,,FALSE
"11294",11294,MERCEDES-BENZ E 200 Avantgarde 9G-Tronic,37000,01.2020,61'000,197,Automatikgetriebe,Benzin,1025 St-Sulpice VD,2023-11-22,MERCEDES-BENZ ,E ,E 200 ,,FALSE
"11295",11295,SUZUKI VITARA 1.4 BOOSTERJET COMPACT TOP HYBRID AUTOMATIC,26490,Tageszulassung,1,129,Automatikgetriebe,Hybrid,1122 Romanel-sur-Morges,2023-11-22,SUZUKI ,VITARA ,VITARA 1.4 ,,FALSE
"11296",11296,BMW X5 xDrive M50d,64900,02.2019,89'500,400,Automatikgetriebe,Diesel,5610 Wohlen,2023-11-22,BMW ,X5 ,X5 xDrive ,,FALSE
"11297",11297,KIA ProCeed 1.6 T-GDi GT,29900,07.2022,32'156,204,Automatikgetriebe,Benzin,8308 Illnau,2023-11-22,KIA ,ProCeed ,ProCeed 1.6 ,,FALSE
"11298",11298,BMW X3 xDrive 48V 20d,73500,Neues Fahrzeug,10,190,Automatikgetriebe,Diesel,1895 Vionnaz,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"11299",11299,FIAT Tipo 1.4 T-Jet Lounge,14200,08.2019,76'900,120,Handschaltung,Benzin,1720 Corminboeuf,2023-11-22,FIAT ,Tipo ,Tipo 1.4 ,,FALSE
"11300",11300,PORSCHE Cayenne S 4.8 V8,8900,07.2007,203'000,384,Automatikgetriebe,Benzin,5037 Muhen,2023-11-22,PORSCHE ,Cayenne ,Cayenne S ,,FALSE
"11301",11301,SKODA Kodiaq 2.0 TSI Sportline 4x4 DSG *7Plätze*Anhängevorrichtung*Panoramadach* 2023,49700,05.2023,12'319,190,Automatikgetriebe,Benzin,6210 Sursee,2023-11-22,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"11302",11302,MERCEDES-BENZ EQB 350 AMG Line 4Matic,75900,Neues Fahrzeug,50,292,Automatikgetriebe,Elektro,6405 Immensee,2023-11-22,MERCEDES-BENZ ,EQB ,EQB 350 ,,FALSE
"11303",11303,AUDI Q4 e-tron 40,57900,10.2022,24'900,204,Automatikgetriebe,Elektro,8853 Lachen,2023-11-22,AUDI ,Q4 ,Q4 e-tron ,,FALSE
"11304",11304,VW T-Roc 2.0 TSI R-Line DSG 4Motion,38900,08.2022,8'500,190,Automatikgetriebe,Benzin,8951 Fahrweid,2023-11-22,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"11305",11305,BMW X5 xDrive 40e iPerformance Steptronic,24000,04.2016,185'000,313,Automatikgetriebe,Hybrid,4923 Wynau,2023-11-22,BMW ,X5 ,X5 xDrive ,,FALSE
"11306",11306,AUDI Q4 Sportback e-tron 50 quattro,69000,05.2022,13'000,299,,Elektro,3930 Visp,2023-11-22,AUDI ,Q4 ,Q4 Sportback ,,FALSE
"11307",11307,AUDI S3 Sportback 2.0 TFSI quattro S-tronic,37500,10.2018,70'000,310,Automatikgetriebe,Benzin,6596 Gordola,2023-11-22,AUDI ,S3 ,S3 Sportback ,,FALSE
"11308",11308,MERCEDES-BENZ GLC 300 d AMG Line 4Matic 9G-Tronic,48500,10.2019,60'000,245,Automatikgetriebe,Diesel,4419 Lupsingen,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 300 ,,FALSE
"11309",11309,AUSTIN-HEALEY 3000,81000,07.1959,53'900,0,Handschaltung,Benzin,4142 Münchenstein,2023-11-22,AUSTIN-HEALEY ,"","",,FALSE
"11310",11310,TOYOTA LAND CRUISER HDJ100,38900,04.2004,299'000,205,Automatikgetriebe,Diesel,2552 Orpund,2023-11-22,TOYOTA ,LAND ,LAND CRUISER ,,FALSE
"11311",11311,MERCEDES-BENZ CLA 250 e AMG Line 8G-DCT,55000,09.2022,20'000,217,Automatikgetriebe,Hybrid,6900 Paradiso,2023-11-22,MERCEDES-BENZ ,CLA ,CLA 250 ,,FALSE
"11312",11312,BMW 740i,22500,07.1999,221'500,286,Automatikgetriebe,Benzin,8405 Winterthur,2023-11-22,BMW ,"","",,FALSE
"11313",11313,MERCEDES-BENZ GLC Coupé 43 AMG 4Matic 9G-Tronic,39900,07.2018,99'000,367,Automatikgetriebe,Benzin,8166 Niederweningen,2023-11-22,MERCEDES-BENZ ,GLC ,GLC Coupé ,,FALSE
"11314",11314,TOYOTA PRIUS 2.0 Plug-In-Hybrid Style,45890,Neues Fahrzeug,15,223,Automatikgetriebe,Hybrid,4613 Rickenbach,2023-11-22,TOYOTA ,PRIUS ,PRIUS 2.0 ,,FALSE
"11315",11315,CUPRA Ateca 2.0TSI Inicio 4Drive DSG,49750,Neues Fahrzeug,40,190,Automatikgetriebe,Benzin,6460 Altdorf,2023-11-22,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"11316",11316,VOLVO V60 2.4 D6 Summum Pl.Hyb.,21950,04.2014,105'900,215,Automatikgetriebe,Hybrid,8913 Ottenbach,2023-11-22,VOLVO ,V60 ,V60 2.4 ,,FALSE
"11317",11317,FORD Mustang Convertible 5.0 V8 GT,66789,Neues Fahrzeug,20,449,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-22,FORD ,Mustang ,Mustang Convertible ,,FALSE
"11318",11318,AUDI Q2 35 TFSI advanced S-tronic,33130,01.2021,19'700,150,Automatikgetriebe,Benzin,9050 Appenzell,2023-11-22,AUDI ,Q2 ,Q2 35 ,,FALSE
"11319",11319,CUPRA Ateca 2.0TSI Inicio 4Drive DSG,49900,Neues Fahrzeug,10,190,Automatikgetriebe,Benzin,9450 Altstätten,2023-11-22,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"11320",11320,AUDI Q4 e-tron 40,53250,12.2021,19'800,204,Automatikgetriebe,Elektro,9050 Appenzell,2023-11-22,AUDI ,Q4 ,Q4 e-tron ,,FALSE
"11321",11321,FORD Puma 1.0 EcoB Hybrid 125 PS ST-Line X,32800,Neues Fahrzeug,25,125,Automatikgetriebe,Benzin,6330 Cham,2023-11-22,FORD ,Puma ,Puma 1.0 ,,FALSE
"11322",11322,VW Tiguan 2.0TSI R-Line 4Motion DSG,67700,Neues Fahrzeug,10,244,Automatikgetriebe,Benzin,6467 Schattdorf,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"11323",11323,LAND ROVER Discovery 3.0 SDV6 HSE Automatic,29990,10.2013,119'000,256,Automatikgetriebe,Diesel,8340 Hinwil,2023-11-22,LAND ,ROVER ,ROVER Discovery ,,FALSE
"11324",11324,BMW 325d Cabriolet Steptronic,15000,12.2008,138'200,280,Automatikgetriebe,Diesel,2610 St-Imier,2023-11-22,BMW ,325d ,325d Cabriolet ,,FALSE
"11325",11325,VW T4,17900,07.1997,210'000,102,Handschaltung,Diesel,8406 Winterthur,2023-11-22,VW ,"","",,FALSE
"11326",11326,AUDI A4 Avant 40 TDI Design quattro S-tronic,25500,02.2019,86'000,190,Automatikgetriebe,Diesel,1854 leysin,2023-11-22,AUDI ,A4 ,A4 Avant ,,FALSE
"11327",11327,VW Passat Variant 2.0 TDI BMT High. DSG 4Motion,28100,09.2015,57'000,240,Automatikgetriebe,Diesel,8052 Zürich,2023-11-22,VW ,Passat ,Passat Variant ,,FALSE
"11328",11328,MORGAN 4/4 1.6 Sport,49000,12.2016,28'000,112,Handschaltung,Benzin,8197 Rafz,2023-11-22,MORGAN ,4/4 ,4/4 1.6 ,,FALSE
"11329",11329,FORD Focus 2.0i 16V RS,25990,05.2004,83'000,215,Handschaltung,Benzin,6252 DAGMERSELLEN,2023-11-22,FORD ,Focus ,Focus 2.0i ,,FALSE
"11330",11330,BMW M3 CSL Coupé,162800,02.2004,58'500,360,Automatikgetriebe,Benzin,8580 Amriswil,2023-11-22,BMW ,M3 ,M3 CSL ,,FALSE
"11331",11331,PORSCHE 911 Turbo,85000,06.2000,84'841,549,Handschaltung,Benzin,7500 St.moritz,2023-11-22,PORSCHE ,911 ,911 ,,FALSE
"11332",11332,ROLLS-ROYCE Silver Spirit Limousine,27990,07.1984,150'500,,Automatikgetriebe,,5610 WOHLEN,2023-11-22,ROLLS-ROYCE ,Silver ,Silver Spirit ,,FALSE
"11333",11333,BMW Z1,59900,02.1991,41'500,170,Handschaltung,Benzin,6234 Triengen,2023-11-22,BMW ,"","",,FALSE
"11334",11334,RENAULT Zoe Intens R135 (Batterie Miete),15900,01.2020,69'000,136,,Elektro,1024 Ecublens,2023-11-22,RENAULT ,Zoe ,Zoe Intens ,,FALSE
"11335",11335,AUDI SQ5 TDI quattro tiptronic,49790,07.2019,103'300,347,Automatikgetriebe,Diesel,1245 Collonge-Bellerive / Genève,2023-11-22,AUDI ,SQ5 ,SQ5 TDI ,,FALSE
"11336",11336,JAGUAR F-Pace 5.0 V8 SVR AWD Automatik,62900,05.2019,47'600,550,Automatikgetriebe,Benzin,8800 Thalwil,2023-11-22,JAGUAR ,F-Pace ,F-Pace 5.0 ,,FALSE
"11337",11337,VW Passat Variant 1.5 TSI Business DSG,31900,06.2021,28'650,150,Automatikgetriebe,Benzin,9320 Arbon ,2023-11-22,VW ,Passat ,Passat Variant ,,FALSE
"11338",11338,MERCEDES-BENZ GLC Coupé 250 d AMG 4M,34900,09.2016,128'500,204,Automatikgetriebe,Diesel,9642 Ebnat-Kappel SG,2023-11-22,MERCEDES-BENZ ,GLC ,GLC Coupé ,,FALSE
"11339",11339,CUPRA ATECA 2.0 TSI Inicio 4Drive DSG,54000,Neues Fahrzeug,6,190,Automatikgetriebe,Benzin,8404 Winterthur,2023-11-22,CUPRA ,ATECA ,ATECA 2.0 ,,FALSE
"11340",11340,MERCEDES-BENZ AMG GT 4 63 S 4Matic+ E Performance MCT,287900,Neues Fahrzeug,50,639,Automatikgetriebe,Hybrid,6405 Immensee,2023-11-22,MERCEDES-BENZ ,AMG ,AMG GT ,,FALSE
"11341",11341,BMW 220d xDrive Gran T MSport,18999,08.2016,127'500,190,Automatikgetriebe,Diesel,4147 Aesch BL,2023-11-22,BMW ,220d ,220d xDrive ,,FALSE
"11342",11342,CITROEN C5 Aircross 1.5 BlueHD Shine EAT8 **360°KAMERA** **PANORAMADACH** *SPURASSISTENT* **DISTANZ-TEMPOMAT,24899,10.2019,66'000,131,Automatikgetriebe,Diesel,8580 Amriswil,2023-11-22,CITROEN ,C5 ,C5 Aircross ,,FALSE
"11343",11343,AUDI Q3 40 TFSI S Line quattro S-tronic,32900,03.2019,88'000,190,Automatikgetriebe,Benzin,5312 Döttingen,2023-11-22,AUDI ,Q3 ,Q3 40 ,,FALSE
"11344",11344,FIAT 500 F110 Berlina,11900,02.1973,65'000,18,Handschaltung,Benzin,8903 Birmensdorf,2023-11-22,FIAT ,500 ,500 F110 ,,FALSE
"11345",11345,AUDI RS5 Coupé 4.2 FSI quattro S-tronic,31000,10.2010,108'500,450,Automatikgetriebe,Benzin,3006 Bern,2023-11-22,AUDI ,RS5 ,RS5 Coupé ,,FALSE
"11346",11346,VOLVO XC60 D4 AWD R-Design Geartronic,40999,04.2018,78'800,190,Automatikgetriebe,Diesel,5430 Wettingen,2023-11-22,VOLVO ,XC60 ,XC60 D4 ,,FALSE
"11347",11347,FORD GT CARBON SERIES,1150000,Tageszulassung,20,660,Automatikgetriebe,Benzin,6043 Adligenswil,2023-11-22,FORD ,GT ,GT CARBON ,,FALSE
"11348",11348,MERCEDES-BENZ PAGODE 230 SL,110000,04.1966,107'000,150,Handschaltung,Benzin,6440 Brunnen,2023-11-22,MERCEDES-BENZ ,PAGODE ,PAGODE 230 ,,FALSE
"11349",11349,RENAULT Mégane CC 1.4 16V Turbo Dynamique,6500,08.2011,143'000,131,Handschaltung,Benzin,8400 Winterthur,2023-11-22,RENAULT ,Mégane ,Mégane CC ,,FALSE
"11350",11350,TESLA Model S 100 kWh Plaid,129900,12.2022,5'000,1020,,Elektro,1950 Sion,2023-11-22,TESLA ,Model ,Model S ,,FALSE
"11351",11351,ALFA ROMEO Giulia 2.0 Veloce Q4 Automatic,24500,08.2017,149'000,280,Automatikgetriebe,Benzin,3902 Glis,2023-11-22,ALFA ,ROMEO ,ROMEO Giulia ,,FALSE
"11352",11352,TESLA Model Y Long Range,44300,12.2021,62'000,514,,Elektro,4456 Tenniken,2023-11-22,TESLA ,Model ,Model Y ,,FALSE
"11353",11353,BMW 330i xDrive M Sport,45500,03.2020,63'500,258,Automatikgetriebe,Benzin,6014 Luzern,2023-11-22,BMW ,330i ,330i xDrive ,,FALSE
"11354",11354,MERCEDES-BENZ GLC 300 d AMG Line 4m  *CH-FAHRZEUG*,49900,11.2020,72'000,245,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 300 ,,FALSE
"11355",11355,VOLVO XC60 T6 eAWD PluginHybrid Ultimate Dark Geartronic,77880,Neues Fahrzeug,30,350,Automatikgetriebe,Hybrid,9500 Wil,2023-11-22,VOLVO ,XC60 ,XC60 T6 ,,FALSE
"11356",11356,BMW 740d xDrive 48V M Sport Pro Steptronic,144900,07.2023,9'900,286,Automatikgetriebe,Diesel,8750 Glarus,2023-11-22,BMW ,740d ,740d xDrive ,,FALSE
"11357",11357,MERCEDES-BENZ CLA 250 4Matic AMG Line 7G-DCT,36999,09.2019,79'900,224,Automatikgetriebe,Benzin,8494 Bauma,2023-11-22,MERCEDES-BENZ ,CLA ,CLA 250 ,,FALSE
"11358",11358,MERCEDES-BENZ C 63 S AMG  *CH-FAHRZEUG*,91900,08.2019,9'500,510,Automatikgetriebe,Benzin,8154 Oberglatt   ( Kanton ZH ) ,2023-11-22,MERCEDES-BENZ ,C ,C 63 ,,FALSE
"11359",11359,HYUNDAI Tucson 2.0 CRDI Vertex4WD,23900,01.2016,82'200,185,Automatikgetriebe,Diesel,8162 Steinmaur,2023-11-22,HYUNDAI ,Tucson ,Tucson 2.0 ,,FALSE
"11360",11360,NISSAN Ariya 87 kWh e-4orce Evolve Allrad,67500,Vorführmodell,2'000,306,Automatikgetriebe,Elektro,5412 Gebenstorf,2023-11-22,NISSAN ,Ariya ,Ariya 87 ,,FALSE
"11361",11361,LAND ROVER Range Rover Evoque 2.0 T 250 R-Dynamic SE,58500,09.2021,25'000,249,Automatikgetriebe,Benzin,9492 Eschen,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"11362",11362,MERCEDES-BENZ GLA AMG 35 4Matic 8G-DCT,82000,Neues Fahrzeug,50,306,Automatikgetriebe,Benzin,6312 Steinhausen,2023-11-22,MERCEDES-BENZ ,GLA ,GLA AMG ,,FALSE
"11363",11363,BMW 118i Sport Line Steptronic,43999,Neues Fahrzeug,21,136,Automatikgetriebe,Benzin,9495 Triesen,2023-11-22,BMW ,118i ,118i Sport ,,FALSE
"11364",11364,MERCEDES-BENZ GLA 250 4Matic 7G-DCT,25750,07.2015,26'000,211,Automatikgetriebe,Benzin,1206 Geneve,2023-11-22,MERCEDES-BENZ ,GLA ,GLA 250 ,,FALSE
"11365",11365,AUDI JOHANN ABT SIGNATURE EDITION 61/63 - 800 PS,295000,03.2021,8'000,801,Automatikgetriebe,Benzin,6340 Baar,2023-11-22,AUDI ,JOHANN ,JOHANN ABT ,,FALSE
"11366",11366,PORSCHE Taycan 4 Cross Turismo,97000,03.2022,22'000,476,Automatikgetriebe,Elektro,6300 Zug,2023-11-22,PORSCHE ,Taycan ,Taycan 4 ,,FALSE
"11367",11367,BMW M3 Coupé,150000,03.1996,54'000,321,Handschaltung,Benzin,8166 Niederweningen ,2023-11-22,BMW ,M3 ,M3 ,,FALSE
"11368",11368,VW Polo 1.0 TSI BMT Comfortline,15300,07.2020,29'500,95,Handschaltung,Benzin,8863 Buttikon SZ,2023-11-22,VW ,Polo ,Polo 1.0 ,,FALSE
"11369",11369,CITROEN Saxo 1.6i 16V VTS Black,22000,05.2000,37'000,119,Handschaltung,Benzin,8543 Gundetswil,2023-11-22,CITROEN ,Saxo ,Saxo 1.6i ,,FALSE
"11370",11370,BMW 840Ci A,24000,03.1994,194'225,286,Automatikgetriebe,Benzin,6014 Luzern,2023-11-22,BMW ,840Ci ,840Ci ,,FALSE
"11371",11371,SAAB 99 combicoupé,19900,04.1979,108'800,170,Handschaltung,Benzin,2540 Grenchen,2023-11-22,SAAB ,99 ,99 ,,FALSE
"11372",11372,AUDI Q4 Sportback e-tron 50 quattro,71499,08.2022,8'000,299,,Elektro,3780 Gstaad,2023-11-22,AUDI ,Q4 ,Q4 Sportback ,,FALSE
"11373",11373,BMW 650i Coupé xDrive,24500,08.2012,99'800,408,Automatikgetriebe,Benzin,8193 Eglisau,2023-11-22,BMW ,650i ,650i Coupé ,,FALSE
"11374",11374,OPEL Adam 1.4 Turbo S,8900,10.2015,160'000,150,Handschaltung,Benzin,4937 Ursenbach,2023-11-22,OPEL ,Adam ,Adam 1.4 ,,FALSE
"11375",11375,BMW 550i GT Steptronic,21990,11.2011,98'000,408,Automatikgetriebe,Benzin,4107 Ettingen,2023-11-22,BMW ,550i ,550i GT ,,FALSE
"11376",11376,NISSAN X-Trail 1.3 DIG-T Tekna DCT,24900,06.2019,36'700,159,Automatikgetriebe,Benzin,1024 Ecublens,2023-11-22,NISSAN ,X-Trail ,X-Trail 1.3 ,,FALSE
"11377",11377,MERCEDES-BENZ GLE Coupé 53AMG,108900,09.2021,14'908,435,Automatikgetriebe,Benzin,3930 Visp,2023-11-22,MERCEDES-BENZ ,GLE ,GLE Coupé ,,FALSE
"11378",11378,LAND ROVER Range Rover Evoque 2.0 T SE,77230,Neues Fahrzeug,20,200,Automatikgetriebe,Benzin,9492 Eschen,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"11379",11379,MERCEDES-BENZ AMG GT C Roadster Speedshift DCT,119500,08.2017,18'750,558,Automatikgetriebe,Benzin,8834 Schindellegi-Feusisberg,2023-11-22,MERCEDES-BENZ ,AMG ,AMG GT ,,FALSE
"11380",11380,OPEL CROSSLAND 1.2 T 130 Ultimate,33950,Neues Fahrzeug,20,130,Automatikgetriebe,Benzin,5400 Baden,2023-11-22,OPEL ,CROSSLAND ,CROSSLAND 1.2 ,,FALSE
"11381",11381,SKODA Enyaq Coupé RS iV 80 4x4,63810,Neues Fahrzeug,20,299,Automatikgetriebe,Elektro,1716 Plaffeien,2023-11-22,SKODA ,Enyaq ,Enyaq Coupé ,,FALSE
"11382",11382,LAND ROVER Range Rover Velar 3.0 D I6 300 Dynamic HSE,114570,Neues Fahrzeug,20,300,Automatikgetriebe,Diesel,9492 Eschen,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"11383",11383,VW GOLF 8 2.0 TSI DSG GTI Clubsport Black Style,39980,05.2022,20'900,300,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,VW ,GOLF ,GOLF 8 ,,FALSE
"11384",11384,BMW X5 xDrive M50i Steptronic,77700,08.2020,8'300,530,Automatikgetriebe,Benzin,3503 Gysenstein,2023-11-22,BMW ,X5 ,X5 xDrive ,,FALSE
"11385",11385,BMW 325i Cabrio,38000,04.1988,171'000,170,Handschaltung,Benzin,8418 Schlatt,2023-11-22,BMW ,325i ,325i ,,FALSE
"11386",11386,MERCEDES-BENZ A 35 AMG 4Matic Speedshift,42900,03.2020,39'000,306,Automatikgetriebe,Benzin,8214 Gächlingen,2023-11-22,MERCEDES-BENZ ,A ,A 35 ,,FALSE
"11387",11387,VOLVO XC90 T8 AWD R-Design Geartronic,46500,06.2017,120'000,407,Automatikgetriebe,Hybrid,8802 Kilchberg,2023-11-22,VOLVO ,XC90 ,XC90 T8 ,,FALSE
"11388",11388,BMW Z3 3.0i Roadster,39900,05.2001,60'000,231,Handschaltung,Benzin,8418 Schlatt,2023-11-22,BMW ,Z3 ,Z3 3.0i ,,FALSE
"11389",11389,AUDI TTS Coupé 2.0 TFSI quattro,22900,10.2010,118'000,272,Automatikgetriebe,Benzin,8418 Schlatt,2023-11-22,AUDI ,TTS ,TTS Coupé ,,FALSE
"11390",11390,BMW X3 xDrive M40i Steptronic,50500,02.2020,39'800,360,Automatikgetriebe,Benzin,4123 Allschwil BL,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"11391",11391,OLDSMOBILE CUTLASS Salon,20000,04.1976,107'000,170,Automatikgetriebe,Benzin,1972 Anzère,2023-11-22,OLDSMOBILE ,CUTLASS ,CUTLASS ,,FALSE
"11392",11392,LAND ROVER Range Rover Sport 5.0 V8 S/C SVR Automatic,149000,02.2019,43'000,575,Automatikgetriebe,Benzin,8543 Gundetswil,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"11393",11393,DODGE Durango 5.7 Citadel AWD,21900,04.2014,176'000,364,Automatikgetriebe,Benzin,5467 Fisibach,2023-11-22,DODGE ,Durango ,Durango 5.7 ,,FALSE
"11394",11394,VW GOLF 8 2.0 TDI DSG GTD Black Style,43780,03.2022,21'900,200,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,VW ,GOLF ,GOLF 8 ,,FALSE
"11395",11395,PORSCHE PANAMERA E-HYBRID Panamera 4S E-Hybrid Sport Turismo,169900,Vorführmodell,2'999,560,Automatikgetriebe,Hybrid,6596 Gordola,2023-11-22,PORSCHE ,PANAMERA ,PANAMERA E-HYBRID ,,FALSE
"11396",11396,MERCEDES-BENZ GLB 250 AMG Line 4 MATIC,71600,Neues Fahrzeug,100,224,Automatikgetriebe,Benzin,9050 Appenzell,2023-11-22,MERCEDES-BENZ ,GLB ,GLB 250 ,,FALSE
"11397",11397,MERCEDES-BENZ GLA 250 4Matic 8G-DCT,73900,Neues Fahrzeug,100,224,Automatikgetriebe,Benzin,9050 Appenzell,2023-11-22,MERCEDES-BENZ ,GLA ,GLA 250 ,,FALSE
"11398",11398,FORD Focus 2.3 EcoB ST X Track Pack,47500,Neues Fahrzeug,50,280,Handschaltung,Benzin,5037 Muhen,2023-11-22,FORD ,Focus ,Focus 2.3 ,,FALSE
"11399",11399,HYUNDAI Tucson 1.6 TGDI Amplia 4WD DCT,21990,05.2019,116'900,177,Automatikgetriebe,Benzin,1030 Bussigny ,2023-11-22,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"11400",11400,VW Golf 1.6 Trendline,5980,08.2004,196'992,102,Handschaltung,Benzin,6260 Reiden,2023-11-22,VW ,Golf ,Golf 1.6 ,,FALSE
"11401",11401,VW Up 1.0 MPI move up,12500,06.2022,50'600,65,Handschaltung,Benzin,8164 Bachs,2023-11-22,VW ,Up ,Up 1.0 ,,FALSE
"11402",11402,PEUGEOT RIFTER 1.5 HDi GT EAT8 Stand,39200,Neues Fahrzeug,1,130,Automatikgetriebe,Diesel,2105 Travers,2023-11-22,PEUGEOT ,RIFTER ,RIFTER 1.5 ,,FALSE
"11403",11403,CUPRA Formentor 2.5TSI VZ5 4Drive DSG,56900,05.2023,7'500,390,Automatikgetriebe,Benzin,9466 Sennwald,2023-11-22,CUPRA ,Formentor ,Formentor 2.5TSI ,,FALSE
