"",V1,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"12301",12301,LAND ROVER Defender 130 2.5Td5,45000,07.2000,195'000,122,Handschaltung,Diesel,8125 Zollikerberg,2023-11-18,LAND ,ROVER ,ROVER Defender ,,FALSE
"12302",12302,CITROEN C4 Cactus 1.2 e-THP Shine Edition,9500,03.2017,135'800,110,Handschaltung,Benzin,5200 Brugg AG,2023-11-18,CITROEN ,C4 ,C4 Cactus ,,FALSE
"12303",12303,MERCEDES-BENZ 560 SEC Automatic,24900,07.1989,104'600,279,Automatikgetriebe,Benzin,1028 Préverenges,2023-11-18,MERCEDES-BENZ ,560 ,560 SEC ,,FALSE
"12304",12304,SAAB 9-5 2.8T V6 Aero XWD Automatic,18900,07.2010,138'000,301,Automatikgetriebe,Benzin,4852 Rothrist,2023-11-18,SAAB ,9-5 ,9-5 2.8T ,,FALSE
"12305",12305,LEXUS RX 450h comfort AWD CVT,38900,12.2016,110'000,313,Automatikgetriebe,Hybrid,4402 Frenkendorf,2023-11-18,LEXUS ,RX ,RX 450h ,,FALSE
"12306",12306,CITROEN 11BL,37911,09.1937,30'800,0,"",Benzin,9103 Schwellbrunn,2023-11-18,CITROEN ,"","",,FALSE
"12307",12307,VW T6.1 Multivan 2.0 Bi-TDI Liberty Edition 4Motion DSG,79500,03.2021,13'700,150,Automatikgetriebe,Diesel,7500 St. Moritz,2023-11-18,VW ,T6.1 ,T6.1 Multivan ,,FALSE
"12308",12308,VW Passat CC 3.6 V6 FSI Advance 4Motion,22000,07.2011,180'000,300,Automatikgetriebe,Benzin,4053 Basel,2023-11-18,VW ,Passat ,Passat CC ,,FALSE
"12309",12309,FORD MUSTANG Shelby GT 500 Cobra,95000,12.2007,10'050,650,Handschaltung,Benzin,3436 Zollbrück,2023-11-18,FORD ,MUSTANG ,MUSTANG Shelby ,,FALSE
"12310",12310,PORSCHE Cayenne S,83800,08.2018,28'000,440,Automatikgetriebe,Benzin,9502 Braunau,2023-11-18,PORSCHE ,Cayenne ,Cayenne ,,FALSE
"12311",12311,MERCEDES-BENZ C 220 d Swiss Star AMG Line 4M 9G-Tronic,38950,08.2019,54'950,194,Automatikgetriebe,Diesel,8494 Bauma,2023-11-18,MERCEDES-BENZ ,C ,C 220 ,,FALSE
"12312",12312,SKODA KAROQ 1.5 TSI SportLine DSG,39890,Neues Fahrzeug,5,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,SKODA ,KAROQ ,KAROQ 1.5 ,,FALSE
"12313",12313,BMW X6 xDrive 40d,23900,08.2011,173'000,306,Automatikgetriebe,Diesel,8800 Thalwil,2023-11-18,BMW ,X6 ,X6 xDrive ,,FALSE
"12314",12314,AUDI A3 Cabriolet 2.0 TDI quattro S-tronic,29900,02.2017,12'900,184,Automatikgetriebe,Diesel,1950 Sion,2023-11-18,AUDI ,A3 ,A3 Cabriolet ,,FALSE
"12315",12315,VOLVO XC40 T4 TwE R-Design DCT,44500,12.2021,16'600,129,Automatikgetriebe,Hybrid,1202 Genève,2023-11-18,VOLVO ,XC40 ,XC40 T4 ,,FALSE
"12316",12316,BMW X5 xDrive45e M Sport,74900,07.2021,35'000,286,Automatikgetriebe,Hybrid,4132 Muttenz,2023-11-18,BMW ,X5 ,X5 xDrive45e ,,FALSE
"12317",12317,MAZDA CX-30 X 186 Homura,37200,Neues Fahrzeug,10,186,Handschaltung,Benzin,1227 Carouge (GE),2023-11-18,MAZDA ,CX-30 ,CX-30 X ,,FALSE
"12318",12318,MAZDA CX-30 X 186 Homura,37500,07.2022,10,186,Handschaltung,Benzin,1227 Carouge (GE),2023-11-18,MAZDA ,CX-30 ,CX-30 X ,,FALSE
"12319",12319,FORD Puma 1.0 EcoB Hybrid 155 PS ST-Line X,35350,Neues Fahrzeug,25,155,Automatikgetriebe,Benzin,6330 Cham,2023-11-18,FORD ,Puma ,Puma 1.0 ,,FALSE
"12320",12320,AUDI Q4 e-tron 45 quattro,71990,Neues Fahrzeug,25,265,Automatikgetriebe,Elektro,1122 Romanel-sur-Morges,2023-11-18,AUDI ,Q4 ,Q4 e-tron ,,FALSE
"12321",12321,FORD F-Pickup F-150 Raptor SVT,51000,01.2015,96'000,416,Automatikgetriebe,Benzin,6210 Sursee,2023-11-18,FORD ,F-Pickup ,F-Pickup F-150 ,,FALSE
"12322",12322,VOLVO XC90 B5 Diesel Mild Hybrid AWD R-Design Geartronic,50000,12.2019,48'500,235,Automatikgetriebe,Diesel,8603 Schwerzenbach,2023-11-18,VOLVO ,XC90 ,XC90 B5 ,,FALSE
"12323",12323,FIAT Panda 0.9 Twinair Turbo Climbing 4x4,9500,11.2016,116'000,85,Handschaltung,Benzin,7500 St. Moritz GR,2023-11-18,FIAT ,Panda ,Panda 0.9 ,,FALSE
"12324",12324,VW Golf 1.4,3050,09.2006,260'000,64,Handschaltung,Benzin,3661 Uetendorf,2023-11-18,VW ,Golf ,Golf ,,FALSE
"12325",12325,TOYOTA Corolla Touring Sports 2.0 HSD GR-S e-CVT,35000,01.2022,3'800,184,Automatikgetriebe,Hybrid,8048 Zürich,2023-11-18,TOYOTA ,Corolla ,Corolla Touring ,,FALSE
"12326",12326,LANCIA Thesis 3.0 V6 Emblema,9900,10.2002,206'000,215,Automatikgetriebe,Benzin,8154 Oberglatt,2023-11-18,LANCIA ,Thesis ,Thesis 3.0 ,,FALSE
"12327",12327,PORSCHE Taycan Turbo,119500,11.2021,55'000,680,"",Elektro,6300 Zug,2023-11-18,PORSCHE ,Taycan ,Taycan ,,FALSE
"12328",12328,MERCEDES-BENZ SLK 280,11750,07.2005,121'500,231,Automatikgetriebe,Benzin,8117 Fällanden,2023-11-18,MERCEDES-BENZ ,SLK ,SLK ,,FALSE
"12329",12329,PORSCHE 911 Turbo,58900,03.2002,198'000,600,Handschaltung,Benzin,6214 Schenkon,2023-11-18,PORSCHE ,911 ,911 ,,FALSE
"12330",12330,BMW X5 xDrive 40d Pure M Sport Plus Steptronic,39999,08.2018,100'000,313,Automatikgetriebe,Diesel,8933 Maschwanden,2023-11-18,BMW ,X5 ,X5 xDrive ,,FALSE
"12331",12331,KIA Ceed 1.5 T-GDi MHEV GT-Line,35900,Neues Fahrzeug,25,161,Automatikgetriebe,Benzin,5630 Muri,2023-11-18,KIA ,Ceed ,Ceed 1.5 ,,FALSE
"12332",12332,AUDI Q3 Sportback 40 TFSI quattro S-tronic,71990,Neues Fahrzeug,25,190,Automatikgetriebe,Benzin,1122 Romanel-sur-Morges,2023-11-18,AUDI ,Q3 ,Q3 Sportback ,,FALSE
"12333",12333,HYUNDAI KONA 1.6 T-GDi Origo 4WD,39400,Neues Fahrzeug,20,198,Automatikgetriebe,Benzin,6010 Kriens,2023-11-18,HYUNDAI ,KONA ,KONA 1.6 ,,FALSE
"12334",12334,AUDI SQ8 50 TDI quattro tiptronic,78980,10.2019,118'000,435,Automatikgetriebe,Diesel,8309 Nürensdorf,2023-11-18,AUDI ,SQ8 ,SQ8 50 ,,FALSE
"12335",12335,CUPRA Formentor 1.4 eHybrid VZ DSG,52700,Neues Fahrzeug,10,245,Automatikgetriebe,Hybrid,8404 Winterthur,2023-11-18,CUPRA ,Formentor ,Formentor 1.4 ,,FALSE
"12336",12336,KIA e Niro 64 kWh Style,24990,07.2020,82'750,204,Automatikgetriebe,Elektro,4107 Ettingen,2023-11-18,KIA ,e ,e Niro ,,FALSE
"12337",12337,AUDI e-tron 55 Sportback S Line Black Edition quattro,68800,07.2021,43'900,408,Automatikgetriebe,Elektro,6370 Stans,2023-11-18,AUDI ,e-tron ,e-tron 55 ,,FALSE
"12338",12338,VW Amarok 3.0TDI Style Winter 2,69900,Neues Fahrzeug,50,240,Automatikgetriebe,Diesel,8803 Rüschlikon,2023-11-18,VW ,Amarok ,Amarok 3.0TDI ,,FALSE
"12339",12339,AUDI Q3 Sportback 40 TFSI S line quattro S-tronic,68600,Neues Fahrzeug,25,190,Automatikgetriebe,Benzin,6370 Stans,2023-11-18,AUDI ,Q3 ,Q3 Sportback ,,FALSE
"12340",12340,AUDI Q4 Sportback e-tron 50 quattro,79500,Neues Fahrzeug,25,299,Automatikgetriebe,Elektro,6370 Stans,2023-11-18,AUDI ,Q4 ,Q4 Sportback ,,FALSE
"12341",12341,MERCEDES-BENZ GLC 300 e AMG Line 4Matic,79600,Vorführmodell,9'000,340,Automatikgetriebe,Hybrid,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,GLC ,GLC 300 ,,FALSE
"12342",12342,MERCEDES-BENZ GLC 43 AMG 4Matic,84600,Vorführmodell,14'000,390,Automatikgetriebe,Benzin,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,GLC ,GLC 43 ,,FALSE
"12343",12343,VW Amarok 3.0TDI Aventura Winter 1,63800,07.2023,3'500,240,Automatikgetriebe,Diesel,7310 Bad Ragaz,2023-11-18,VW ,Amarok ,Amarok 3.0TDI ,,FALSE
"12344",12344,BMW 218d xDrive GranT Sport,39900,04.2022,21'500,150,Automatikgetriebe,Diesel,8706 Meilen,2023-11-18,BMW ,218d ,218d xDrive ,,FALSE
"12345",12345,MERCEDES-BENZ GLA 250,53600,01.2022,10'000,224,Automatikgetriebe,Benzin,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,GLA ,GLA ,,FALSE
"12346",12346,FORD Tourneo Con. 1.0 SCTi Tit,17900,09.2016,69'800,100,Handschaltung,Benzin,3800 Unterseen,2023-11-18,FORD ,Tourneo ,Tourneo Con. ,,FALSE
"12347",12347,JEEP RENEGADE 1.3 Turbo 4xe 240 Upland,40600,Tageszulassung,20,0,Automatikgetriebe,Hybrid,1868 Collombey,2023-11-18,JEEP ,RENEGADE ,RENEGADE 1.3 ,,FALSE
"12348",12348,KIA NIRO EV Style,48450,Neues Fahrzeug,28,204,Automatikgetriebe,Elektro,6403 Küssnacht am Rigi,2023-11-18,KIA ,NIRO ,NIRO EV ,,FALSE
"12349",12349,SKODA Karoq 1.5 TSI ACT Style DSG,25490,12.2018,37'300,150,Automatikgetriebe,Benzin,4923 WYNAU (BE),2023-11-18,SKODA ,Karoq ,Karoq 1.5 ,,FALSE
"12350",12350,RENAULT Trafic ENERGY dCi 125 Grand Passenger Authentique,26900,02.2016,91'120,125,Handschaltung,Diesel,1023 Crissier,2023-11-18,RENAULT ,Trafic ,Trafic ENERGY ,,FALSE
"12351",12351,OPEL Mokka 1.2T/130 Elegance,35900,Vorführmodell,2'000,130,Automatikgetriebe,Benzin,3000 Bern,2023-11-18,OPEL ,Mokka ,Mokka 1.2T/130 ,,FALSE
"12352",12352,VOLVO V90 2.0 D4 Inscription AWD,53950,04.2021,36'938,191,Automatikgetriebe,Diesel,8913 Ottenbach,2023-11-18,VOLVO ,V90 ,V90 2.0 ,,FALSE
"12353",12353,SKODA Octavia Combi 2.0 TDI DSG Ambition,35900,02.2023,20'990,150,Automatikgetriebe,Diesel,9050 Appenzell,2023-11-18,SKODA ,Octavia ,Octavia Combi ,,FALSE
"12354",12354,CUPRA LEON ST 1.4 e-HYBRID pHEV Inicio DSG,42900,Vorführmodell,4'000,204,Automatikgetriebe,Hybrid,6010 Kriens LU,2023-11-18,CUPRA ,LEON ,LEON ST ,,FALSE
"12355",12355,MERCEDES-BENZ EQE 350 Electric Art Line 4matic,84900,Neues Fahrzeug,50,292,Automatikgetriebe,Elektro,3018 Bern,2023-11-18,MERCEDES-BENZ ,EQE ,EQE 350 ,,FALSE
"12356",12356,VOLVO V60 2.4 D5 Summum AWD,23400,01.2015,60'900,215,Automatikgetriebe,Diesel,6330 Cham,2023-11-18,VOLVO ,V60 ,V60 2.4 ,,FALSE
"12357",12357,VOLVO XC60 T8 eAWD Inscription Geartronic,49900,04.2021,77'400,391,Automatikgetriebe,Hybrid,6438 Ibach-Schwyz,2023-11-18,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"12358",12358,SEAT Tarraco 1.4 e-HYBRID DSG Move FR,49900,Vorführmodell,6'500,245,Automatikgetriebe,Hybrid,6010 Kriens LU,2023-11-18,SEAT ,Tarraco ,Tarraco 1.4 ,,FALSE
"12359",12359,BMW X5 xDrive M50d Steptronic,69900,02.2019,68'000,400,Automatikgetriebe,Diesel,8887 Mels,2023-11-18,BMW ,X5 ,X5 xDrive ,,FALSE
"12360",12360,CITROEN C5 Berline 3.0 HDi V6 Exclusive Automatic,8990,10.2009,146'000,241,Automatikgetriebe,Diesel,8108 Dällikon/ZH,2023-11-18,CITROEN ,C5 ,C5 Berline ,,FALSE
"12361",12361,TOYOTA Yaris Cross 1.5 VVT-i HSD Active,26390,Neues Fahrzeug,1,116,Automatikgetriebe,Hybrid,5502 Hunzenschwil,2023-11-18,TOYOTA ,Yaris ,Yaris Cross ,,FALSE
"12362",12362,TOYOTA BZ4X 11 kW OBCStyle AWD 160kW,54500,Neues Fahrzeug,1,218,Automatikgetriebe,Elektro,5502 Hunzenschwil,2023-11-18,TOYOTA ,BZ4X ,BZ4X 11 ,,FALSE
"12363",12363,PORSCHE 911 GT3 PDK Clubsport (CH-Fahrzeug),249890,11.2022,5'900,510,Automatikgetriebe,Benzin,9535 Wilen bei Wil,2023-11-18,PORSCHE ,911 ,911 GT3 ,,FALSE
"12364",12364,MERCEDES-BENZ GLC 300 AMG Line 4Matic 9G-Tronic,44990,11.2019,55'000,258,Automatikgetriebe,Benzin,4538 Oberbipp,2023-11-18,MERCEDES-BENZ ,GLC ,GLC 300 ,,FALSE
"12365",12365,MERCEDES-BENZ GLA 45 S AMG 4Matic+ 8G-Speedshift DCT,64800,01.2021,17'000,421,Automatikgetriebe,Benzin,4538 Oberbipp,2023-11-18,MERCEDES-BENZ ,GLA ,GLA 45 ,,FALSE
"12366",12366,MERCEDES-BENZ C 43 AMG 4Matic Speedshift TCT 9G,61990,02.2020,13'000,390,Automatikgetriebe,Benzin,4538 Oberbipp,2023-11-18,MERCEDES-BENZ ,C ,C 43 ,,FALSE
"12367",12367,BMW M240i xD M Sport Pro,67900,03.2023,7'700,374,Automatikgetriebe,Benzin,8953 Dietikon,2023-11-18,BMW ,M240i ,M240i xD ,,FALSE
"12368",12368,AUDI RS3 Limousine 2.5 TSI quattro S-tronic,74900,03.2023,7'000,400,Automatikgetriebe,Benzin,5503 Schafisheim,2023-11-18,AUDI ,RS3 ,RS3 Limousine ,,FALSE
"12369",12369,CUPRA LEON ST 2.0 TSI VZ CUP DSG 4Drive,49990,Vorführmodell,6'990,370,Automatikgetriebe,Benzin,4053 Basel,2023-11-18,CUPRA ,LEON ,LEON ST ,,FALSE
"12370",12370,SEAT Tarraco 1.5TSI EVO Move FR DSG,47990,06.2023,7'500,150,Automatikgetriebe,Benzin,4053 Basel,2023-11-18,SEAT ,Tarraco ,Tarraco 1.5TSI ,,FALSE
"12371",12371,BMW X3 xDrive 35i M Sport Steptronic,32900,04.2017,79'000,306,Automatikgetriebe,Benzin,1032 Romanel sur Lausanne,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"12372",12372,MERCEDES-BENZ C 400 Avantgarde 4Matic 9G-Tronic,36900,05.2019,79'600,333,Automatikgetriebe,Benzin,1032 Romanel sur Lausanne,2023-11-18,MERCEDES-BENZ ,C ,C 400 ,,FALSE
"12373",12373,MINI Cooper S Brighton Cabrio,31999,03.2021,18'800,192,Automatikgetriebe,Benzin,4147 Aesch BL,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"12374",12374,BMW 225xe ActiveTourer MSport,20499,09.2018,93'500,224,Automatikgetriebe,Hybrid,4147 Aesch BL,2023-11-18,BMW ,225xe ,225xe ActiveTourer ,,FALSE
"12375",12375,AUDI S5 Sportback 3.0 V6 TFSI quattro S-Tronic,13480,11.2011,259'000,333,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-18,AUDI ,S5 ,S5 Sportback ,,FALSE
"12376",12376,MERCEDES-BENZ CLA 250 AMG Line 4m Shooting Brake,73100,Neues Fahrzeug,100,238,Automatikgetriebe,Benzin,8620 Wetzikon & 8645 Rapperswil-Jona,2023-11-18,MERCEDES-BENZ ,CLA ,CLA 250 ,,FALSE
"12377",12377,AUDI A4 Avant 40 TDI S line quattro S-tronic,37980,04.2020,57'000,190,Automatikgetriebe,Diesel,8494 Bauma,2023-11-18,AUDI ,A4 ,A4 Avant ,,FALSE
"12378",12378,RENAULT Arkana 1.3 TCe Intens EDC,27900,10.2022,15'000,140,Automatikgetriebe,Benzin,1024 Ecublens,2023-11-18,RENAULT ,Arkana ,Arkana 1.3 ,,FALSE
"12379",12379,SKODA Enyaq Coupé RS iV 80 4x4,49900,01.2023,13'000,299,Automatikgetriebe,Elektro,8800 Thalwil,2023-11-18,SKODA ,Enyaq ,Enyaq Coupé ,,FALSE
"12380",12380,SKODA Octavia Combi 2.0 TDI DSG Ambition 4x4,47380,Neues Fahrzeug,12,150,Automatikgetriebe,Diesel,8048 Zürich,2023-11-18,SKODA ,Octavia ,Octavia Combi ,,FALSE
"12381",12381,BMW X1 sDrive20d Efficient Dynamics Edition,9999,12.2011,160'000,163,Handschaltung,Diesel,3645 Gwatt (Thun),2023-11-18,BMW ,X1 ,X1 sDrive20d ,,FALSE
"12382",12382,MERCEDES-BENZ C 220 CDI 7G-Tronic,19900,04.2012,70'070,170,Automatikgetriebe,Diesel,5705 Hallwil,2023-11-18,MERCEDES-BENZ ,C ,C 220 ,,FALSE
"12383",12383,FORD F-Pickup F250 Superduty Powerstroke,75900,02.2011,96'000,405,Automatikgetriebe,Diesel,4147 Aesch,2023-11-18,FORD ,F-Pickup ,F-Pickup F250 ,,FALSE
"12384",12384,JAGUAR E-Pace 2.0 P250 R-Dynamic S AWD Automatik,30500,11.2019,59'000,249,Automatikgetriebe,Benzin,8807 Freienbach,2023-11-18,JAGUAR ,E-Pace ,E-Pace 2.0 ,,FALSE
"12385",12385,CUPRA LEON 300 (+ Winter Wheels),45000,03.2021,26'000,300,Automatikgetriebe,Benzin,8952 Schlieren,2023-11-18,CUPRA ,LEON ,LEON 300 ,,FALSE
"12386",12386,PORSCHE 911 Carrera,105500,04.1989,73'000,217,Handschaltung,Benzin,8706 Feldmeilen,2023-11-18,PORSCHE ,911 ,911 ,,FALSE
"12387",12387,BMW 330Ci Cabriolet,12900,07.2004,158'000,231,Handschaltung,Benzin,3984 Fiesch,2023-11-18,BMW ,330Ci ,330Ci ,,FALSE
"12388",12388,AUDI SQ5 TDI quattro tiptronic,78600,02.2021,28'000,398,Automatikgetriebe,Diesel,2400 Le Locle,2023-11-18,AUDI ,SQ5 ,SQ5 TDI ,,FALSE
"12389",12389,TOYOTA GT 86 2.0 D-4S Sport,25000,12.2012,66'742,250,Handschaltung,Benzin,3264 Diessbach,2023-11-18,TOYOTA ,GT ,GT 86 ,,FALSE
"12390",12390,FERRARI F430 Spider,94900,04.2006,78'300,486,Automatikgetriebe,Benzin,1092 Belmont,2023-11-18,FERRARI ,F430 ,F430 ,,FALSE
"12391",12391,OPEL New Corsa-e Edition 136PS,32240,Neues Fahrzeug,1,136,Automatikgetriebe,Elektro,1700 Fribourg,2023-11-18,OPEL ,New ,New Corsa-e ,,FALSE
"12392",12392,BMW i5 M60 xDrive M Sport Pro,127800,Neues Fahrzeug,10,601,Automatikgetriebe,Elektro,8645 Rapperswil-Jona,2023-11-18,BMW ,i5 ,i5 M60 ,,FALSE
"12393",12393,PORSCHE 911 Carrera 4S Cabriolet,113900,10.2014,29'900,400,Automatikgetriebe,Benzin,6596 Gordola,2023-11-18,PORSCHE ,911 ,911 Carrera ,,FALSE
"12394",12394,LAND ROVER Range Rover Evoque R-Dynamic D 180 AT9 BLACK PACK,32900,10.2019,109'300,180,Automatikgetriebe,Diesel,8305 Dietlikon,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"12395",12395,FIAT 500X 1.3 GSE S-Design,20600,11.2020,60'939,150,Automatikgetriebe,Benzin,8400 Winterthur,2023-11-18,FIAT ,500X ,500X 1.3 ,,FALSE
"12396",12396,LAND ROVER Range Rover Evoque D 180 S AT9,35900,09.2020,54'800,180,Automatikgetriebe,Diesel,8305 Dietlikon,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"12397",12397,BMW X4 M 40i Steptronic,39900,08.2017,78'000,360,Automatikgetriebe,Benzin,1847 Rennaz,2023-11-18,BMW ,X4 ,X4 M ,,FALSE
"12398",12398,MINI Countryman Cooper SE Highland Edition ALL4 PHEV Steptronic,52900,Neues Fahrzeug,10,224,Automatikgetriebe,Hybrid,1806 St-Légier-Chiésaz,2023-11-18,MINI ,Countryman ,Countryman Cooper ,,FALSE
"12399",12399,MERCEDES-BENZ GLC Coupé 300 AMG Line 4Matic 9G-Tronic,62900,12.2021,26'500,258,Automatikgetriebe,Benzin,5070 Frick,2023-11-18,MERCEDES-BENZ ,GLC ,GLC Coupé ,,FALSE
"12400",12400,VW Golf 2.0 TSI R-Line DSG 4 Motion,43900,Neues Fahrzeug,25,191,Automatikgetriebe,Benzin,8880 Walenstadt / SG,2023-11-18,VW ,Golf ,Golf 2.0 ,,FALSE
"12401",12401,CHEVROLET Silverado 2500 HD,69000,05.2002,200'000,252,Automatikgetriebe,Diesel,6340 Baar,2023-11-18,CHEVROLET ,Silverado ,Silverado 2500 ,,FALSE
"12402",12402,AUDI A1 Sportback 1.4 TFSI Ambition S-tronic,14800,02.2015,118'000,140,Automatikgetriebe,Benzin,1700 Fribourg,2023-11-18,AUDI ,A1 ,A1 Sportback ,,FALSE
"12403",12403,VOLVO XC90 D5 AWD Executive Geartronic,12000,10.2007,122'000,185,Automatikgetriebe,Diesel,1010 LAUSANNE,2023-11-18,VOLVO ,XC90 ,XC90 D5 ,,FALSE
"12404",12404,PORSCHE 911 Turbo,169911,12.1986,127'500,300,Handschaltung,Benzin,8834 Schindellegi,2023-11-18,PORSCHE ,911 ,911 ,,FALSE
"12405",12405,BMW 650i Gran Coupé xDrive,44900,09.2017,71'000,450,Automatikgetriebe,Benzin,6300 Zug,2023-11-18,BMW ,650i ,650i Gran ,,FALSE
"12406",12406,NISSAN Qashqai 1.2 DIG-T tekna,19000,09.2018,70'000,115,Handschaltung,Benzin,8620 Wetzikon,2023-11-18,NISSAN ,Qashqai ,Qashqai 1.2 ,,FALSE
"12407",12407,BMW X5M Competition Steptronic Competition,109000,04.2020,57'000,626,Automatikgetriebe,Benzin,1801 Le Mont-Pèlerin,2023-11-18,BMW ,X5M ,X5M Competition ,,FALSE
"12408",12408,VW Tiguan 2.0TSI R-Line 4Motion DSG,45900,03.2021,34'000,244,Automatikgetriebe,Benzin,1782 Formangueires,2023-11-18,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"12409",12409,MERCEDES-BENZ E 220 d All-Terrain Avantgarde 4Matic 9G-Tronic,33000,04.2018,55'000,194,Automatikgetriebe,Diesel,6830 chiasso,2023-11-18,MERCEDES-BENZ ,E ,E 220 ,,FALSE
"12410",12410,PEUGEOT 308 2.0 BlueHDI Féline Automatic,10250,04.2014,148'000,150,Automatikgetriebe,Diesel,5610 Adliswil,2023-11-18,PEUGEOT ,308 ,308 2.0 ,,FALSE
"12411",12411,VW Golf 2.0 TSI R-Line DSG 4 Motion,43900,Neues Fahrzeug,25,191,Automatikgetriebe,Benzin,8880 Walenstadt / SG,2023-11-18,VW ,Golf ,Golf 2.0 ,,FALSE
"12412",12412,SUZUKI Swift 1.2 Compact Top Hybrid CVT,22900,08.2021,19'730,83,Automatikgetriebe,Benzin,1217 MEYRIN / GENEVE,2023-11-18,SUZUKI ,Swift ,Swift 1.2 ,,FALSE
"12413",12413,FIAT Panda 0.9 Twinair Turbo Cross 4x4,24400,Tageszulassung,20,85,Handschaltung,Benzin,6802 Rivera,2023-11-18,FIAT ,Panda ,Panda 0.9 ,,FALSE
"12414",12414,RENAULT Mégane Berline 1.6 E-Tech R.S. Line,25990,12.2021,8'700,160,Automatikgetriebe,Hybrid,6208 Oberkirch,2023-11-18,RENAULT ,Mégane ,Mégane Berline ,,FALSE
"12415",12415,SUZUKI Vitara 1.6 S.Cellano Top Automatic,19800,12.2015,90'041,120,Automatikgetriebe,Benzin,1217 MEYRIN / GENEVE,2023-11-18,SUZUKI ,Vitara ,Vitara 1.6 ,,FALSE
"12416",12416,CUPRA Ateca 2.0TSI 4Drive DSG,33890,08.2019,12'650,300,Automatikgetriebe,Benzin,4923 WYNAU (BE),2023-11-18,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"12417",12417,SKODA Octavia Combi 1.4 TSI G-tec Ambition CNG DSG,16890,02.2018,68'000,110,Automatikgetriebe,Übrige,9535 Wilen b. Wil,2023-11-18,SKODA ,Octavia ,Octavia Combi ,,FALSE
"12418",12418,BMW iX xDrive40 L.Edition - 8 JAHRE GARANTIE - GRATIS SERVICE,62790,01.2022,43'900,327,Automatikgetriebe,Elektro,9535 Wilen b. Wil,2023-11-18,BMW ,iX ,iX xDrive40 ,,FALSE
"12419",12419,BMW X1 xDrive 18d,19900,09.2016,68'000,150,Handschaltung,Diesel,7000 Chur,2023-11-18,BMW ,X1 ,X1 xDrive ,,FALSE
"12420",12420,PORSCHE 911 R,369911,07.2016,7'100,500,Handschaltung,Benzin,8835 Feusisberg,2023-11-18,PORSCHE ,911 ,911 ,,FALSE
"12421",12421,VW T4 2.5TDI,9900,07.2001,209'478,88,Handschaltung,Diesel,3232 Ins,2023-11-18,VW ,T4 ,T4 ,,FALSE
"12422",12422,LAND ROVER Defender 110 SW 2.5 Td5,42000,02.2001,138'163,122,Handschaltung,Diesel,8125 Zollikerberg,2023-11-18,LAND ,ROVER ,ROVER Defender ,,FALSE
"12423",12423,CITROEN SM,59999,06.1973,109'000,178,Handschaltung,Benzin,9103 Schwellbrunn,2023-11-18,CITROEN ,"","",,FALSE
"12424",12424,LAND ROVER Range Rover Evoque Convert. 2.0 Si4 SE Dynamic AT9,38900,09.2016,81'000,241,Automatikgetriebe,Benzin,1231 conches,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"12425",12425,TESLA Model S Maximale-Reichweite,49900,03.2019,59'000,525,"",Elektro,8853 Lachen,2023-11-18,TESLA ,Model ,Model S ,,FALSE
"12426",12426,BMW 118i Sport Line Steptronic,16900,04.2016,54'000,136,Automatikgetriebe,Benzin,1220 Les Avanchets,2023-11-18,BMW ,118i ,118i Sport ,,FALSE
"12427",12427,VOLVO XC60 B4 Diesel Mild Hybrid AWD R-Design Geartronic,53800,05.2021,31'000,197,Automatikgetriebe,Diesel,6072 Sachseln,2023-11-18,VOLVO ,XC60 ,XC60 B4 ,,FALSE
"12428",12428,TOYOTA GT 86 2.0 D-4S Sport,29900,12.2013,65'000,216,Handschaltung,Benzin,6946 Ponte Capriasca,2023-11-18,TOYOTA ,GT ,GT 86 ,,FALSE
"12429",12429,BMW 320d xDrive Touring M Sport Steptronic,37800,12.2019,29'000,190,Automatikgetriebe,Diesel,2558 Aegerten,2023-11-18,BMW ,320d ,320d xDrive ,,FALSE
"12430",12430,HONDA CR-V 1.6 i-DTEC Executive 4WD Automatic,21500,04.2016,89'500,160,Automatikgetriebe,Diesel,1202 Genève,2023-11-18,HONDA ,CR-V ,CR-V 1.6 ,,FALSE
"12431",12431,FIAT 500 Icon,26990,Neues Fahrzeug,5,119,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,FIAT ,500 ,500 ,,FALSE
"12432",12432,FORD S-Max 2.0 TDCi 190 Titanium 4x4 7P,29900,08.2019,98'500,190,Automatikgetriebe,Diesel,9000 St. Gallen,2023-11-18,FORD ,S-Max ,S-Max 2.0 ,,FALSE
